distance_km,order_value,rider_availability,shop_delivery_enabled,pickup_enabled,digibazaar_delivery_enabled,shop_rating,avg_prep_time_mins,current_pending_orders,shop_delivery_radius_km,delivery_mode
2.3,2024.94,High,0,0,1,3.9,22,20,0.0,digibazaar_delivery
0.71,2388.02,Medium,0,1,0,4.1,8,26,0.0,pickup
2.51,1343.14,Medium,0,0,1,4.3,13,0,0.0,digibazaar_delivery
11.71,971.27,Medium,0,0,1,2.7,17,23,0.0,digibazaar_delivery
8.11,2385.4,Low,0,0,1,3.8,12,1,0.0,digibazaar_delivery
8.78,148.03,Low,0,0,1,4.0,12,30,0.0,digibazaar_delivery
2.09,1332.94,Low,1,1,1,4.0,6,37,4.1,shop_delivery
1.99,2806.93,High,1,1,1,3.2,28,11,6.6,digibazaar_delivery
12.29,2518.35,Low,1,1,0,2.6,19,5,3.0,pickup
14.85,709.29,Low,1,1,1,3.7,24,32,6.4,pickup
11.29,2038.58,Low,1,1,1,3.3,26,33,7.0,pickup
11.16,1201.68,High,1,1,0,3.9,7,32,7.0,pickup
0.6,2005.42,Low,0,0,1,3.2,27,14,0.0,digibazaar_delivery
10.84,1748.93,Medium,0,1,1,3.0,15,18,0.0,digibazaar_delivery
1.27,2952.18,High,1,0,0,3.7,26,7,2.1,shop_delivery
3.95,1357.1,High,1,0,0,4.8,14,10,7.1,shop_delivery
14.24,2184.33,Medium,0,0,1,3.1,14,9,0.0,digibazaar_delivery
14.28,124.58,Low,0,1,0,3.3,11,8,0.0,pickup
10.25,2483.17,Medium,1,1,0,3.6,20,34,4.0,pickup
2.27,2062.35,Low,1,0,0,2.8,21,12,7.7,shop_delivery
10.49,1031.79,Medium,1,1,1,2.8,19,35,4.2,digibazaar_delivery
13.98,777.35,Low,0,0,1,2.5,13,38,0.0,digibazaar_delivery
3.33,2989.36,Medium,1,0,0,3.4,14,15,6.3,shop_delivery
14.24,2797.81,Low,0,0,1,4.1,8,22,0.0,digibazaar_delivery
10.48,240.45,Low,1,1,1,3.3,21,30,5.6,pickup
10.81,1890.54,Low,0,1,0,3.9,17,49,0.0,pickup
9.88,2671.13,Low,0,1,0,3.3,20,25,0.0,pickup
11.69,845.67,High,0,1,0,4.6,22,4,0.0,pickup
12.02,492.62,Medium,0,1,1,2.5,10,22,0.0,digibazaar_delivery
2.86,2455.3,Medium,0,0,1,3.6,26,1,0.0,digibazaar_delivery
7.39,2717.61,Medium,1,0,0,4.4,7,4,6.1,shop_delivery
5.98,2539.28,Low,1,1,1,4.5,15,10,7.0,shop_delivery
10.22,1128.47,Low,0,1,0,4.6,11,2,0.0,pickup
5.94,1219.22,Medium,0,1,1,4.7,27,8,0.0,digibazaar_delivery
11.82,2859.1,High,0,0,1,4.0,23,12,0.0,digibazaar_delivery
14.07,1572.05,Medium,0,1,0,3.9,27,38,0.0,pickup
12.71,659.9,High,1,1,0,4.8,11,7,7.9,pickup
6.09,1918.2,Low,0,1,0,4.3,20,49,0.0,pickup
12.87,2567.55,High,1,0,0,4.9,19,18,7.4,shop_delivery
8.33,2294.44,Low,0,1,1,4.0,28,46,0.0,pickup
7.77,2769.79,High,1,0,0,3.4,16,30,4.6,shop_delivery
5.15,1277.58,High,0,1,0,3.6,5,43,0.0,pickup
7.67,1384.08,Low,1,0,1,4.7,21,49,2.9,digibazaar_delivery
1.34,2370.24,Low,1,1,1,4.2,11,9,4.1,shop_delivery
10.54,607.94,High,0,0,1,4.9,14,6,0.0,digibazaar_delivery
13.92,1644.73,Medium,1,0,1,2.5,27,14,6.5,digibazaar_delivery
12.78,1814.44,Medium,1,0,1,2.6,14,18,4.7,digibazaar_delivery
5.3,1442.19,Medium,0,0,1,5.0,5,40,0.0,digibazaar_delivery
3.05,1295.91,High,0,0,1,3.6,12,10,0.0,digibazaar_delivery
2.46,2187.28,Medium,0,0,1,4.1,18,24,0.0,digibazaar_delivery
5.64,2017.95,Medium,0,0,1,2.7,25,10,0.0,digibazaar_delivery
8.83,703.76,Low,1,1,1,3.6,22,38,2.7,pickup
7.83,1245.02,High,1,1,1,4.8,13,12,6.7,digibazaar_delivery
2.28,207.01,Low,1,0,0,2.5,14,17,6.8,shop_delivery
11.69,566.27,Low,0,0,1,2.6,30,34,0.0,digibazaar_delivery
12.52,2396.37,Low,1,0,0,4.6,6,35,4.5,shop_delivery
6.54,1137.01,Low,1,1,1,2.5,24,15,7.4,shop_delivery
6.51,1174.17,Low,0,0,1,4.9,16,50,0.0,digibazaar_delivery
2.95,1516.79,High,1,0,1,3.9,28,41,5.9,digibazaar_delivery
7.71,569.63,Medium,1,0,0,4.5,23,38,4.4,shop_delivery
6.57,2286.42,Medium,0,1,1,5.0,22,21,0.0,digibazaar_delivery
3.86,1665.6,High,1,0,1,2.5,10,17,7.6,digibazaar_delivery
3.34,2961.59,Low,0,1,1,4.3,22,24,0.0,pickup
11.92,2260.52,Medium,0,0,1,2.5,23,23,0.0,digibazaar_delivery
12.78,1428.85,Low,1,0,1,4.0,22,5,5.9,digibazaar_delivery
3.44,1235.46,High,1,1,0,4.6,15,36,7.5,shop_delivery
14.57,1173.76,Medium,1,0,1,3.2,28,17,7.5,digibazaar_delivery
3.22,286.34,Low,1,1,1,4.3,11,17,2.8,pickup
14.54,2676.77,High,0,0,1,4.7,22,25,0.0,digibazaar_delivery
4.39,1870.55,Low,1,1,0,3.9,18,23,7.4,shop_delivery
0.58,2885.08,Low,0,0,1,3.2,22,44,0.0,digibazaar_delivery
1.43,1951.59,Medium,0,0,1,2.9,19,27,0.0,digibazaar_delivery
1.15,1234.39,High,1,1,0,3.6,26,2,5.6,shop_delivery
5.73,1769.36,Medium,0,0,1,4.0,8,18,0.0,digibazaar_delivery
8.87,1575.56,Low,1,1,1,4.1,5,5,3.4,pickup
6.11,947.86,Medium,1,0,0,2.9,10,14,5.5,shop_delivery
0.92,1422.65,Low,1,0,1,4.3,25,41,7.0,shop_delivery
9.7,2024.35,High,1,1,1,3.9,12,36,2.2,digibazaar_delivery
13.19,1362.67,Medium,0,1,0,3.0,14,15,0.0,pickup
7.1,161.02,High,0,1,1,4.7,26,32,0.0,digibazaar_delivery
9.47,2799.5,Medium,1,0,1,3.7,13,8,2.9,digibazaar_delivery
11.73,1023.67,High,0,1,1,3.1,7,38,0.0,digibazaar_delivery
0.74,1642.09,Medium,1,0,1,4.4,10,50,5.8,digibazaar_delivery
9.24,1838.38,Medium,0,0,1,3.0,18,17,0.0,digibazaar_delivery
11.72,2020.83,Low,1,0,0,3.2,24,22,7.7,shop_delivery
11.33,1035.28,Low,1,1,0,4.3,10,31,3.2,pickup
0.51,2620.83,Low,0,1,0,2.6,5,6,0.0,pickup
12.38,377.44,Medium,0,0,1,5.0,17,1,0.0,digibazaar_delivery
1.4,203.12,Low,0,0,1,3.6,23,11,0.0,digibazaar_delivery
3.72,2482.0,High,0,1,1,4.5,6,3,0.0,digibazaar_delivery
2.65,1122.39,Low,0,1,1,4.2,26,36,0.0,pickup
14.55,2534.81,High,0,0,1,3.3,19,23,0.0,digibazaar_delivery
8.41,283.95,Medium,1,0,0,3.5,21,5,4.6,shop_delivery
7.26,682.44,Medium,0,1,1,3.4,11,1,0.0,digibazaar_delivery
8.47,2726.64,Medium,1,0,0,3.3,7,33,4.3,shop_delivery
13.59,155.02,High,0,0,1,3.1,13,42,0.0,digibazaar_delivery
9.04,689.6,Medium,1,0,1,3.1,20,32,3.5,digibazaar_delivery
11.93,577.44,Low,0,0,1,3.6,21,21,0.0,digibazaar_delivery
6.21,1172.05,Low,0,0,1,2.9,28,44,0.0,digibazaar_delivery
12.28,919.24,Low,1,1,0,3.2,5,23,5.9,pickup
13.18,122.08,Low,0,1,1,4.8,26,35,0.0,pickup
6.76,233.86,Medium,1,0,1,2.8,5,45,2.0,digibazaar_delivery
0.33,2587.01,Low,1,0,0,3.2,11,45,3.5,shop_delivery
12.81,57.36,High,1,1,1,3.5,25,26,4.9,digibazaar_delivery
1.82,1621.91,Medium,1,1,0,4.0,20,34,2.3,shop_delivery
8.06,1991.76,Low,1,0,0,4.5,10,19,5.1,shop_delivery
7.41,1867.5,High,1,0,1,3.7,29,48,3.3,digibazaar_delivery
6.62,2083.93,High,1,0,0,3.8,26,5,5.6,shop_delivery
13.34,1789.11,Low,0,1,1,4.8,24,36,0.0,pickup
11.71,865.99,High,1,1,0,4.6,25,16,3.6,pickup
6.18,715.75,Medium,0,1,1,4.6,6,33,0.0,digibazaar_delivery
7.91,2508.95,High,0,0,1,3.1,28,30,0.0,digibazaar_delivery
13.13,2223.2,Low,1,1,1,3.8,15,8,4.3,pickup
3.18,2740.2,High,0,0,1,4.7,12,4,0.0,digibazaar_delivery
11.75,2387.46,High,0,1,1,2.8,9,13,0.0,digibazaar_delivery
13.21,988.91,High,0,0,1,4.1,21,10,0.0,digibazaar_delivery
0.81,2792.52,Low,0,1,1,4.7,6,16,0.0,pickup
13.67,2518.85,High,1,0,0,3.5,9,42,5.8,shop_delivery
8.32,860.24,High,1,1,0,3.8,19,45,2.7,pickup
11.15,2298.59,Low,1,1,1,3.0,9,11,7.5,pickup
3.26,2114.42,Low,1,1,0,4.5,25,20,6.7,shop_delivery
1.2,703.82,High,0,0,1,3.7,7,40,0.0,digibazaar_delivery
6.39,1213.69,Low,0,0,1,4.7,30,29,0.0,digibazaar_delivery
14.03,2978.28,High,0,0,1,4.5,10,41,0.0,digibazaar_delivery
12.7,347.2,Low,0,0,1,3.6,18,21,0.0,digibazaar_delivery
4.04,1742.12,Medium,1,1,0,4.6,16,28,4.9,shop_delivery
12.3,2489.31,Low,1,1,0,3.9,5,42,6.6,pickup
14.85,492.28,Medium,0,1,0,2.6,20,45,0.0,pickup
6.83,1316.97,Medium,1,0,0,3.3,30,48,6.1,shop_delivery
8.8,2254.83,Low,0,0,1,4.5,24,39,0.0,digibazaar_delivery
10.27,2994.41,High,0,1,0,4.2,29,44,0.0,pickup
2.44,2334.83,Low,1,0,0,2.5,12,37,7.1,shop_delivery
9.64,764.39,Medium,1,1,0,4.6,17,20,6.4,pickup
13.35,1642.82,High,0,0,1,3.0,24,9,0.0,digibazaar_delivery
11.43,378.38,Medium,0,1,1,3.6,8,42,0.0,digibazaar_delivery
4.97,545.44,Low,1,0,0,3.2,8,44,4.0,shop_delivery
10.35,1213.27,High,0,0,1,3.9,5,1,0.0,digibazaar_delivery
12.35,2392.78,Low,0,0,1,3.8,24,22,0.0,digibazaar_delivery
2.22,635.63,Medium,0,1,0,2.9,22,12,0.0,pickup
12.38,1895.32,High,0,0,1,4.3,8,31,0.0,digibazaar_delivery
13.46,2328.05,Low,1,1,1,3.5,13,31,3.3,pickup
5.58,2174.01,High,1,1,1,4.4,13,23,7.8,digibazaar_delivery
1.95,735.22,Low,0,1,0,3.6,10,14,0.0,pickup
10.58,918.86,Medium,1,0,0,4.3,10,11,6.8,shop_delivery
9.55,2375.59,Low,1,1,1,4.2,17,27,3.7,pickup
11.11,608.57,Medium,0,0,1,4.0,15,41,0.0,digibazaar_delivery
12.44,124.77,Medium,0,0,1,4.4,18,31,0.0,digibazaar_delivery
2.2,658.15,Low,0,0,1,5.0,24,38,0.0,digibazaar_delivery
4.53,162.36,Low,0,1,0,3.7,24,27,0.0,pickup
11.0,2547.02,High,0,0,1,4.0,12,29,0.0,digibazaar_delivery
9.8,1070.8,High,0,0,1,2.5,15,20,0.0,digibazaar_delivery
7.83,1472.09,Low,1,1,1,4.1,23,2,6.6,pickup
8.27,785.16,High,1,1,0,4.3,26,34,2.6,pickup
13.23,581.11,Medium,1,1,1,3.1,27,5,3.7,digibazaar_delivery
7.09,781.6,Low,1,0,1,4.1,26,14,2.7,digibazaar_delivery
13.44,1980.58,Low,1,0,0,3.5,15,47,2.4,shop_delivery
3.5,1471.66,Medium,0,0,1,3.1,21,50,0.0,digibazaar_delivery
0.66,2892.32,High,0,0,1,3.7,19,8,0.0,digibazaar_delivery
9.88,1813.17,High,1,0,0,3.8,14,42,5.2,shop_delivery
0.59,672.3,High,0,1,1,2.9,6,42,0.0,digibazaar_delivery
9.31,2548.32,Medium,0,0,1,4.8,9,3,0.0,digibazaar_delivery
10.17,272.82,Low,0,1,1,3.1,29,16,0.0,pickup
2.03,1365.34,Medium,0,0,1,4.7,21,24,0.0,digibazaar_delivery
10.19,957.84,Low,1,0,1,3.7,29,31,3.3,digibazaar_delivery
2.68,2366.37,Medium,1,0,0,2.9,6,10,3.1,shop_delivery
4.79,1705.69,Low,0,1,1,4.5,20,35,0.0,pickup
4.74,1051.51,High,0,1,0,2.7,19,20,0.0,pickup
1.29,1362.67,Low,1,0,0,2.8,14,18,3.6,shop_delivery
7.54,2214.34,Low,1,0,1,3.7,5,23,5.2,digibazaar_delivery
1.56,2290.69,Low,1,1,0,3.6,13,48,7.6,shop_delivery
14.94,1627.41,Low,1,1,0,4.1,5,44,3.4,pickup
13.38,722.85,Low,1,0,0,3.4,5,18,3.1,shop_delivery
5.3,2385.74,Low,0,0,1,3.7,6,16,0.0,digibazaar_delivery
13.23,143.71,Low,1,1,1,3.9,16,6,5.0,pickup
6.44,2372.89,Medium,1,1,1,4.6,12,28,5.7,digibazaar_delivery
13.64,2035.94,Low,1,1,1,4.0,11,3,5.4,pickup
0.84,1230.35,Medium,0,0,1,3.0,30,48,0.0,digibazaar_delivery
1.46,2813.77,High,1,0,0,4.7,14,5,6.9,shop_delivery
11.04,2692.68,High,1,0,0,2.5,25,27,6.5,shop_delivery
4.96,899.65,Low,1,1,0,4.8,18,23,7.9,shop_delivery
11.23,826.19,Medium,1,0,1,3.1,22,19,6.0,digibazaar_delivery
5.95,2923.83,High,0,1,1,4.7,12,16,0.0,digibazaar_delivery
2.46,881.59,Medium,0,0,1,3.0,26,29,0.0,digibazaar_delivery
7.42,2525.71,High,1,1,0,4.1,20,35,2.9,pickup
8.35,257.34,Medium,1,0,0,4.7,26,32,7.5,shop_delivery
12.83,180.99,High,1,0,1,2.8,21,24,5.5,digibazaar_delivery
13.79,2624.49,Low,0,1,0,2.8,15,42,0.0,pickup
9.98,1466.63,Medium,0,1,1,3.6,25,37,0.0,digibazaar_delivery
1.06,179.75,Low,1,1,0,3.4,11,4,3.4,shop_delivery
13.22,253.16,High,1,1,1,3.5,22,28,4.1,digibazaar_delivery
5.33,2648.61,Low,1,0,0,3.1,22,24,3.3,shop_delivery
8.32,1306.33,Medium,0,0,1,4.3,10,39,0.0,digibazaar_delivery
9.45,1976.8,Medium,1,0,1,3.3,6,46,5.9,digibazaar_delivery
7.88,314.2,Low,0,0,1,4.1,5,26,0.0,digibazaar_delivery
1.9,1988.64,Medium,1,0,1,4.6,27,31,4.4,digibazaar_delivery
1.17,686.94,Medium,0,1,0,5.0,22,43,0.0,pickup
10.67,367.81,Medium,1,0,0,4.4,26,14,2.1,shop_delivery
7.12,2848.95,Low,0,0,1,3.8,24,12,0.0,digibazaar_delivery
0.11,1570.6,Medium,1,1,0,4.4,25,29,6.5,shop_delivery
4.83,841.3,Medium,1,1,0,2.6,22,27,6.4,shop_delivery
7.61,2362.31,Low,1,1,0,2.6,26,1,6.5,pickup
6.04,2482.79,High,1,1,1,4.1,29,0,3.9,shop_delivery
3.43,952.96,Medium,0,1,1,4.8,18,49,0.0,digibazaar_delivery
6.48,1630.39,Medium,0,1,1,4.0,27,41,0.0,digibazaar_delivery
0.94,2932.78,Medium,0,1,0,4.4,8,35,0.0,pickup
10.01,2600.0,Low,0,0,1,4.3,15,38,0.0,digibazaar_delivery
3.53,860.56,Medium,0,1,1,4.9,15,48,0.0,digibazaar_delivery
14.43,2681.85,Medium,1,0,1,3.6,17,26,2.7,digibazaar_delivery
9.67,355.09,Medium,1,1,0,2.8,11,2,6.2,pickup
7.17,1531.38,Medium,1,0,1,3.6,22,21,7.1,digibazaar_delivery
2.06,459.61,Medium,1,0,1,3.3,14,32,5.7,digibazaar_delivery
8.14,94.67,Medium,0,1,0,3.6,29,39,0.0,pickup
14.64,2407.99,Low,1,1,1,2.6,29,20,5.1,pickup
11.06,1454.29,Low,0,0,1,3.7,8,18,0.0,digibazaar_delivery
8.46,775.67,Low,1,0,0,3.3,8,30,2.3,shop_delivery
7.58,66.67,Medium,1,0,1,3.3,18,17,2.9,digibazaar_delivery
4.87,1088.6,Medium,0,1,0,4.0,17,30,0.0,pickup
8.99,1827.23,Low,1,0,0,3.0,21,31,4.3,shop_delivery
11.09,1735.47,Low,1,0,0,4.9,27,49,4.2,shop_delivery
2.35,1321.11,Medium,1,1,1,3.1,16,47,4.3,digibazaar_delivery
0.19,1388.47,Low,1,0,0,4.7,26,49,4.6,shop_delivery
7.63,502.48,Medium,1,0,0,2.9,6,9,6.2,shop_delivery
13.32,862.61,High,1,1,1,2.6,17,37,3.8,digibazaar_delivery
4.62,558.33,Low,0,1,0,3.8,13,36,0.0,pickup
4.59,634.51,Low,0,0,1,3.3,15,7,0.0,digibazaar_delivery
9.91,2753.32,Medium,1,0,0,4.2,25,41,4.4,shop_delivery
3.92,900.43,Low,0,1,0,3.0,18,18,0.0,pickup
11.54,1943.22,Medium,0,0,1,3.9,15,9,0.0,digibazaar_delivery
2.79,2156.9,Low,0,0,1,2.7,11,11,0.0,digibazaar_delivery
6.08,2752.48,High,0,0,1,4.0,20,35,0.0,digibazaar_delivery
6.8,1155.31,High,1,1,0,4.3,24,33,2.5,pickup
2.65,1832.87,Medium,0,1,0,4.7,28,24,0.0,pickup
5.64,858.79,Low,0,1,0,2.8,5,43,0.0,pickup
2.78,662.55,High,1,1,1,4.4,29,36,3.5,digibazaar_delivery
2.83,1691.87,High,0,1,0,4.8,9,49,0.0,pickup
9.99,835.09,Medium,1,0,0,3.6,17,11,4.1,shop_delivery
6.04,1067.67,Medium,1,1,0,4.2,7,26,3.8,pickup
10.03,1142.35,Medium,0,1,0,3.1,21,38,0.0,pickup
8.71,412.38,Low,0,0,1,4.8,19,43,0.0,digibazaar_delivery
8.61,903.5,Medium,1,0,1,4.0,14,0,2.5,digibazaar_delivery
10.82,1550.06,Low,0,0,1,4.4,15,40,0.0,digibazaar_delivery
10.02,2734.91,Medium,0,0,1,3.1,19,50,0.0,digibazaar_delivery
2.71,1070.54,Low,0,0,1,4.1,8,12,0.0,digibazaar_delivery
10.79,2692.49,Medium,1,1,1,3.5,24,43,7.1,digibazaar_delivery
12.56,1832.08,Medium,0,1,1,3.5,15,21,0.0,pickup
2.93,2687.06,High,0,1,0,3.9,18,22,0.0,pickup
1.7,1057.31,High,0,0,1,2.8,28,21,0.0,digibazaar_delivery
4.03,2239.24,Medium,1,0,1,3.8,27,7,7.7,shop_delivery
14.66,2329.53,High,0,0,1,4.1,20,31,0.0,digibazaar_delivery
10.39,469.46,High,1,0,0,3.1,7,16,7.0,shop_delivery
0.92,2720.62,Low,1,0,1,3.6,26,43,7.7,shop_delivery
1.13,1395.26,Medium,0,0,1,4.1,6,1,0.0,digibazaar_delivery
11.2,1023.97,Low,1,1,1,4.3,14,38,5.4,pickup
9.49,294.42,High,1,0,0,3.1,16,39,7.1,shop_delivery
13.29,2104.89,High,1,0,1,5.0,15,40,5.2,digibazaar_delivery
0.99,2844.64,Medium,0,0,1,3.1,18,35,0.0,digibazaar_delivery
3.83,2358.23,Low,0,1,1,4.3,16,39,0.0,pickup
10.89,599.37,Low,0,0,1,3.0,9,16,0.0,digibazaar_delivery
14.49,1177.29,High,1,1,0,3.9,14,2,6.1,pickup
9.96,2867.02,Medium,0,0,1,2.9,9,24,0.0,digibazaar_delivery
7.55,146.47,Low,1,1,0,4.4,18,5,5.0,pickup
11.06,1107.47,Medium,0,1,1,2.6,17,50,0.0,digibazaar_delivery
11.42,444.12,Medium,1,1,0,3.3,5,22,7.9,pickup
5.74,802.52,Medium,0,1,1,2.9,10,15,0.0,digibazaar_delivery
13.15,2643.62,High,1,1,0,3.8,15,10,4.1,pickup
5.54,2915.45,High,0,0,1,4.0,26,45,0.0,digibazaar_delivery
8.22,1112.42,High,0,0,1,2.9,7,45,0.0,digibazaar_delivery
7.83,2729.01,High,1,0,1,4.6,16,43,5.1,digibazaar_delivery
5.99,505.53,Medium,1,1,1,4.5,9,14,7.2,digibazaar_delivery
2.8,1156.97,Low,1,0,1,3.8,24,25,5.9,shop_delivery
1.97,1033.02,High,0,0,1,3.2,18,31,0.0,digibazaar_delivery
13.57,769.5,High,0,1,0,2.9,18,39,0.0,pickup
3.46,607.83,Medium,0,0,1,4.4,23,36,0.0,digibazaar_delivery
1.14,806.22,High,0,1,1,3.9,17,14,0.0,digibazaar_delivery
12.26,1653.61,Medium,0,0,1,3.9,23,39,0.0,digibazaar_delivery
5.1,280.57,Low,0,0,1,3.2,13,50,0.0,digibazaar_delivery
14.92,2727.2,High,0,0,1,3.6,13,30,0.0,digibazaar_delivery
4.27,2666.18,Medium,0,1,1,3.5,11,14,0.0,digibazaar_delivery
5.2,1609.06,High,0,1,0,3.4,8,2,0.0,pickup
5.76,1996.05,Medium,0,0,1,2.5,25,49,0.0,digibazaar_delivery
0.35,1747.47,High,0,0,1,4.7,13,16,0.0,digibazaar_delivery
5.19,2758.33,Low,1,0,1,4.2,5,0,2.6,digibazaar_delivery
10.39,2450.17,Low,1,1,0,3.5,19,48,6.3,shop_delivery
14.43,847.4,Medium,1,1,1,3.5,23,18,7.7,digibazaar_delivery
5.73,1952.92,Medium,1,0,0,3.2,29,11,3.3,shop_delivery
13.18,346.27,Low,0,0,1,4.4,26,33,0.0,digibazaar_delivery
0.11,659.46,Medium,0,1,0,2.7,6,29,0.0,pickup
7.09,1789.55,Medium,0,1,1,3.3,13,3,0.0,pickup
3.46,1795.19,High,1,1,1,3.5,16,21,8.0,digibazaar_delivery
5.3,2521.0,Medium,0,1,0,3.8,8,3,0.0,pickup
1.31,1007.16,High,1,0,1,4.2,24,33,6.8,digibazaar_delivery
14.57,399.99,Low,0,1,0,2.7,29,30,0.0,pickup
12.85,658.14,High,0,1,0,4.5,13,19,0.0,pickup
1.5,456.25,High,1,1,0,2.9,10,43,2.0,shop_delivery
9.89,207.42,High,1,1,0,2.9,29,0,3.2,pickup
12.43,172.82,High,0,1,1,2.5,6,12,0.0,digibazaar_delivery
9.69,2875.58,Medium,0,0,1,4.9,13,21,0.0,digibazaar_delivery
8.09,574.29,High,1,1,0,3.0,11,42,2.2,pickup
10.82,2850.29,Medium,1,1,0,4.9,10,35,5.6,pickup
4.9,579.74,High,0,0,1,4.7,7,42,0.0,digibazaar_delivery
1.94,1717.4,High,0,1,0,2.6,29,27,0.0,pickup
3.83,666.46,Low,0,1,1,3.3,19,38,0.0,pickup
6.55,2638.61,High,1,1,1,4.7,28,22,5.7,digibazaar_delivery
9.72,724.71,Medium,0,0,1,4.6,29,28,0.0,digibazaar_delivery
3.89,152.13,High,0,0,1,4.2,17,49,0.0,digibazaar_delivery
5.53,2225.22,High,1,0,0,4.2,18,0,6.6,shop_delivery
9.3,2678.26,High,0,0,1,3.1,5,48,0.0,digibazaar_delivery
5.19,2493.36,Medium,0,1,0,3.8,25,12,0.0,pickup
0.21,659.15,Low,0,1,1,4.6,18,22,0.0,pickup
2.84,2682.25,Low,1,1,0,4.7,18,1,4.8,shop_delivery
5.53,1110.21,Low,1,1,1,3.3,19,6,3.9,pickup
3.35,1493.88,High,0,1,0,2.6,18,21,0.0,pickup
4.54,2128.89,High,0,0,1,3.8,30,37,0.0,digibazaar_delivery
3.1,2588.53,Medium,1,1,0,4.9,24,47,4.5,shop_delivery
7.02,143.24,Low,1,0,1,4.3,19,41,4.3,digibazaar_delivery
1.5,1531.44,High,0,0,1,3.8,13,0,0.0,digibazaar_delivery
11.89,2139.99,Medium,1,0,0,2.6,25,32,7.0,shop_delivery
10.85,1054.39,Medium,1,0,0,2.8,9,13,3.8,shop_delivery
10.34,1085.26,High,0,1,1,2.7,25,45,0.0,digibazaar_delivery
4.73,1512.11,Medium,0,0,1,3.9,24,20,0.0,digibazaar_delivery
3.61,1577.6,Low,1,1,0,4.9,22,6,5.2,shop_delivery
11.82,438.1,Low,1,1,1,3.4,20,12,7.3,pickup
2.65,2169.17,Medium,0,1,0,4.8,7,49,0.0,pickup
3.26,1042.23,Medium,0,0,1,2.5,5,0,0.0,digibazaar_delivery
10.62,1105.66,Low,0,1,1,5.0,28,16,0.0,pickup
14.74,417.44,Medium,1,0,0,3.0,26,17,2.8,shop_delivery
12.83,1622.84,Low,1,0,1,4.9,17,12,5.7,digibazaar_delivery
5.42,2150.42,Low,1,0,1,3.8,21,37,4.5,digibazaar_delivery
13.58,2010.13,Low,1,0,1,4.5,11,37,6.0,digibazaar_delivery
0.38,2434.83,Medium,1,0,1,4.0,21,42,6.8,digibazaar_delivery
3.97,2969.17,Low,1,0,0,2.7,12,1,7.2,shop_delivery
3.65,1497.37,Medium,0,0,1,3.2,13,25,0.0,digibazaar_delivery
7.76,1903.06,High,1,1,1,4.7,5,44,7.9,digibazaar_delivery
11.33,2559.8,Low,0,0,1,2.8,11,13,0.0,digibazaar_delivery
2.03,2266.95,Medium,1,0,1,3.7,5,23,3.4,digibazaar_delivery
8.74,2143.45,Low,0,0,1,3.9,18,2,0.0,digibazaar_delivery
3.42,1345.31,Low,0,0,1,4.7,28,5,0.0,digibazaar_delivery
7.59,1380.29,Low,1,1,1,3.8,14,44,4.3,pickup
3.16,555.67,Low,1,0,1,4.4,22,34,7.2,shop_delivery
5.59,115.99,High,1,0,1,3.6,13,6,6.6,shop_delivery
13.98,1210.65,High,1,1,1,3.0,13,43,6.5,digibazaar_delivery
9.61,2063.48,High,1,1,1,3.7,19,5,3.2,digibazaar_delivery
5.88,84.04,High,0,1,1,3.3,10,4,0.0,digibazaar_delivery
12.35,2905.37,Medium,0,1,1,3.2,29,24,0.0,digibazaar_delivery
11.53,617.23,High,0,0,1,3.6,26,23,0.0,digibazaar_delivery
0.38,2584.22,Medium,1,1,1,4.4,28,39,3.5,digibazaar_delivery
10.22,235.71,High,0,1,0,2.9,19,6,0.0,pickup
5.59,929.62,Medium,0,0,1,3.9,17,25,0.0,digibazaar_delivery
7.56,315.5,Low,0,0,1,3.4,13,36,0.0,digibazaar_delivery
11.69,2508.79,Medium,0,1,1,3.0,27,40,0.0,digibazaar_delivery
7.29,1981.65,Low,1,1,0,3.3,6,31,4.1,pickup
2.77,1031.56,Medium,0,0,1,4.3,5,18,0.0,digibazaar_delivery
7.4,2428.18,Low,0,0,1,3.0,23,23,0.0,digibazaar_delivery
7.85,626.31,Low,0,1,1,3.2,5,31,0.0,pickup
5.24,999.01,Medium,1,0,0,4.7,24,10,3.8,shop_delivery
13.26,170.0,Medium,1,1,1,3.1,20,46,4.4,digibazaar_delivery
1.5,1583.14,High,0,0,1,4.0,22,12,0.0,digibazaar_delivery
6.08,2385.22,Medium,1,0,0,2.6,6,36,6.5,shop_delivery
9.56,790.76,Low,1,1,1,3.5,27,24,3.3,pickup
14.66,1170.13,Medium,0,1,0,3.7,26,35,0.0,pickup
12.29,835.38,High,1,1,1,4.9,10,11,3.9,digibazaar_delivery
3.35,2236.1,Low,0,0,1,3.0,8,5,0.0,digibazaar_delivery
14.97,2589.04,Medium,0,1,1,2.7,20,21,0.0,digibazaar_delivery
10.71,2284.57,Low,0,1,1,2.7,8,31,0.0,pickup
9.28,1989.05,Low,1,1,1,4.8,22,38,3.4,pickup
8.29,1442.21,High,0,1,0,3.9,10,31,0.0,pickup
8.79,2871.73,Medium,1,0,1,3.4,8,21,6.0,digibazaar_delivery
8.24,2723.74,High,1,1,1,3.8,25,22,3.3,digibazaar_delivery
14.12,228.56,Low,0,0,1,2.9,13,44,0.0,digibazaar_delivery
9.0,1352.64,High,1,1,1,4.7,25,7,3.9,digibazaar_delivery
7.44,2125.05,Medium,1,0,1,3.9,15,23,5.0,digibazaar_delivery
